Cliente;Ativo Selecionado;Período;Tempo total ligado;Tempo em movimento;Tempo ocioso;Tempo desligado;Odômetro (Km);Custo (Km/L);Custo (L/H);Deslocamentos
JANDAIA;TFW-5E13;01/09/2025 00:00:00 - 30/09/2025 23:59:59;52:09:06;44:37:03;07:32:03;499:33:45;2123,83;$ 0,00;$ 0,00;150
Cliente;Período;Ativo;Placa;Período;Status;Tempo total ligado;Tempo em movimento;Tempo ocioso;Tempo desligado;Odômetro (Km);Origem;Destino;Custo (Km/L);Custo (L/H);Ponto de referência;Motorista
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 14:31:09 - 03/09/2025 14:35:45;Ligado;00:04:36;00:04:04;00:00:32; - ;3.68;Jandaia -  GO -  Brasil;GO-320 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 14:35:45 - 03/09/2025 14:40:22;Desligado; - ; - ; - ;00:04:37; - ;GO-320, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 14:40:22 - 03/09/2025 15:05:44;Ligado;00:25:22;00:25:00;00:00:22; - ;30.20;GO-320 -  Jandaia - GO -  75950-000 -  Brasil;Palminopolis -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 15:05:44 - 03/09/2025 15:10:18;Desligado; - ; - ; - ;00:04:34; - ;Palminopolis, GO, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 15:10:18 - 03/09/2025 15:10:49;Ligado;00:00:31;00:00:13;00:00:18; - ;0.04;Palminopolis -  GO -  Brasil;Palminopolis -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 15:10:49 - 03/09/2025 15:34:01;Desligado; - ; - ; - ;00:23:12; - ;Palminopolis, GO, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 15:34:01 - 03/09/2025 15:39:43;Ligado;00:05:42;00:00:00;00:05:42; - ;0.00;Palminopolis -  GO -  Brasil;Palminopolis -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 15:39:43 - 03/09/2025 15:42:29;Desligado; - ; - ; - ;00:02:46; - ;Palminopolis, GO, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 15:42:29 - 03/09/2025 16:08:29;Ligado;00:26:00;00:23:59;00:02:01; - ;24.53;Palminopolis -  GO -  Brasil;GO-408 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 16:08:29 - 03/09/2025 16:53:16;Desligado; - ; - ; - ;00:44:47; - ;GO-408, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 16:53:16 - 03/09/2025 16:53:59;Ligado;00:00:43;00:00:09;00:00:34; - ;0.01;GO-408 -  Jandaia - GO -  75950-000 -  Brasil;GO-408 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 16:53:59 - 03/09/2025 16:56:45;Desligado; - ; - ; - ;00:02:46; - ;GO-408, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 16:56:45 - 03/09/2025 16:59:22;Ligado;00:02:37;00:02:16;00:00:21; - ;0.75;GO-408 -  Jandaia - GO -  75950-000 -  Brasil;Jandaia -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 16:59:22 - 03/09/2025 17:10:53;Desligado; - ; - ; - ;00:11:31; - ;Jandaia, GO, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 17:10:53 - 03/09/2025 17:38:20;Ligado;00:27:27;00:25:58;00:01:29; - ;22.44;Jandaia -  GO -  Brasil;GO-408 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 17:38:20 - 03/09/2025 17:43:48;Desligado; - ; - ; - ;00:05:28; - ;GO-408, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 17:43:48 - 03/09/2025 18:11:27;Ligado;00:27:39;00:27:03;00:00:36; - ;25.77;GO-408 -  Jandaia - GO -  75950-000 -  Brasil;Jandaia -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 18:11:27 - 04/09/2025 10:55:47;Desligado; - ; - ; - ;16:44:20; - ;Jandaia, GO, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;04/09/2025 10:55:47 - 04/09/2025 11:54:44;Ligado;00:58:57;00:53:36;00:05:21; - ;43.91;Jandaia -  GO -  Brasil;GO-408 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;04/09/2025 11:54:44 - 04/09/2025 11:56:28;Desligado; - ; - ; - ;00:01:44; - ;GO-408, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;04/09/2025 11:56:28 - 04/09/2025 11:57:26;Ligado;00:00:58;00:00:49;00:00:09; - ;0.32;GO-408 -  Jandaia - GO -  75950-000 -  Brasil;Jandaia -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;04/09/2025 11:57:26 - 04/09/2025 11:58:53;Desligado; - ; - ; - ;00:01:27; - ;Jandaia, GO, Brasil; - ; - ; - ; - ; - 
